id,Ref_produit,Marque,Description
3525,3070ZZBSN360GLZZ    ,BITDEFENDER         ,GRAVITYZONE SECURITY FOR       
3526,W127151627,HP,KBD NSV FR
3527,47.L7FN1.001,Acer,Bezel Bracket Al Foil
3528,W126233813,Canon,"LABEL, POS"
3529,CBL-DC-380A1-01     ,ZEBRA               ,CABLE POWER 4 WAY              
3530,1223131201,Konica Minolta,Clutch Spring
3531,U4CA3PE,hewlett packard enterprise,EPACK 12 PLUS 24X7 CDMR 12504
3532,00FC845-RFB,Lenovo,CPU 3.1GHZ
3533,5981C002AA,Canon,Canon Carte Fax Super G3 - BM1
3534,A2049009A,Sony,"MOUNTED C. BOARD, SE-1143"
3535,FC9-0530,CANON,"JOINT, READER, RIGHT"
3536,XN8JW,Dell,ASSY CBL SATA HDD R5500
3537,7X06A08AEA,Lenovo,DCG ThinkSystem
3538,MST-H30-05870,Microsoft,MicrosoftProjectProfessional Sngl License/SoftwareAssurancePack Academic OLV 1License NoLevel AdditionalProduct w/1ProjectSvrCAL 1Year Acquiredyear3
3539,WUPG4HR-SB-00,APC,Warranty Upg/1Yr  4h Onsite 24
3540,FRV-00003?SCST,MICROSOFT,"Microsoft Dynamics 365 for Customer Service, Enterprise Edition - Licence d'abonnement (1 mois) - 1 utilisateur - hébergé - académique, volume - add-on to Customer Service, Microsoft Cloud Germany - Toutes les langues"
3541,40X2517,Lexmark,Operator Panel  Bezel italian
3542,25210509,Lenovo,Keyboard (HEBREW)
3543,751897-501,HP,Mainboard
3544,C13T26314022,EPSON,EPSON 26XL cartouche dencre photo noir haute capacité 8.7ml 400 photos 1-pack RF-AM blister
3545,W126321504,Ergonomic Solutions,"Sunmi P2Pro DuraTiltT SP2, "
3546,U6TH7E,HEWLETT PACKARD ENTERPRISE,"HPE Foundation Care Next Business Day Service - Contrat de maintenance prolongé - pièces et main d'oeuvre - 5 années - sur site - 9x5 - temps de réponse : NBD - pour P/N: JL075A#ABB, JL075A#ACE, JL075AR"
3547,00PA474,2-Power,Backlit Keyboard (Portuguese)
3548,JC61-00615A,HPinc,"BUSH-M-HR_R;ML-2060,PPS"
3549,P4DC15158,HP POLY,Poly+ Partner Onsite Support - Contrat de maintenance prolongé - pièces et main d'oeuvre (pour IP only 3x1080p60/7x1080p30/15x720p/30xSD DC Power) - 1 année - sur site - heures de bureau - temps de réponse : NBD - doit être acheté avec le contrat de servi
3550,W125685257,Lenovo,Upper C81YH AL_SIL FP BLKB_IND
3551,W125986898,Lenovo,Upper Case ASM_HUN L82FG 
3552,21JK00J6FR          ,LENOVO              ,TP E14 G5 CORE I5-13420H 16G   
3553,776250-FL1,HP,Top Cover & Keyboard (Cz/Sl)
3554,345-BFYW            ,DELL EMC            ,7.68TB SSD UP TO SAS 24GBPS ISE
3555,CON-PSRT-31108TB    ,CISCO               ,PRTNR SS 8X5XNBD NEXUS 31108TC 
3556,06017C8002,Bosch,Bosch GWX 19-125 S Professional Meuleuse d'angle
3557,W125917112,HP,HP E27 G4 27inch IPS FHD
3558,667373-L21-RFB,Hewlett Packard Enterprise,BL420C Gen8 E5-2450 8-Core
3559,W126868774,Samsung,ASSY WIRE 
3560,W126403082,Lenovo,Upper Case ASM_POR H 82N4 AB 
3561,TS-DPM1,TRANSCEND,"Transcend TS-DPM1 - Système de support - ventouse - pare-brise - pour DrivePro 200, 620"
3562,W126667666,HP,BASE ENCLOSURE NFB
3563,6LA05260000,Toshiba,Gear 10S072 60
3564,VIEVA220H,VIEWSONIC,Ecran 22 Viewsonic VA220-H 16:9 1920x1080 LED SuperClear VA 250 cd/m  1ms 100Hz
3565,C4500E-IP-ES=       ,CISCO               ,C4500E IP TO ENT SERVICES      
3566,SWL-02SSC9543,SonicWall,NSA 6700 HA CONVERSION LICENSE TO STANDALONE UNIT
3567,W126239922,Canon,PAPER PICK-UP SENSOR PCB 
3568,4406380570,Toshiba,Ps Acc 300J
3569,7FJW4,Dell,"HDD 300GB SAS 12,15K 2,5 Inch"
3570,CRA-C31,Code,3' Straight Mini-USB Charging
3571,41304089000,Toshiba,K Bracket Au1
3572,4688202001,Konica Minolta,Hinge
3573,510872-001,HP,VOLUME CNTRL/MENU BUTTONS MODU
3574,1700000,Epson,Cap Head Large Assy.A Asp
3575,P000555940,Toshiba,ID Label(Blank)
3576,hw7190ucab,HONEYWELL,"Honeywell connection cable, USB Connection cable, USB, type A, straight, 3 m, color: black"
3577,W125682274,Lenovo,Upper Case ASM 81T9 w/NBL
3578,911BB070900713      ,CUSTOM              ,PRCT TK302III ETH USB RS232 BCR
3579,syadapt-uk,ZEBRA,"Zebra adapter, UK Adapter clip for power supply, UK"
3580,W125684975,Lenovo,MBQ81VGWIN I310110U_N620_2G_8G
3581,MMG2109/2048,CoreParts,2GB Memory Module
3582,Z19H_238_FR_CTO,APPLE,CTO/iMac 24 pouces Green/Puce Apple M3 CPU8_GPU10_NE16/8Go/SSD_1TO/MK_TOUCHID_PAVNUM_FR_IMAC/MM2_MT2_IMAC/No_Software
3583,PS-RUPS-ST85-007,VERTIV,"Vertiv Start-Up - Installation / configuration - sur site - 8x5 - à acheter dans les 6 mois qui suivent l'achat du produit - pour P/N: GXT4-5000RT230E, GXT4-6000RT230E, GXT5-5000IRT5UXLE, GXT5-6000IRT5UXLE, LI34141CT32"
3584,416408-001-RFB,HP,Heatsink
3585,12012105,Toshiba,Diode 1Z15
3586,13YM-8220,Konica Minolta,Pwb Assy
3587,1025899,Pioneer,Pioneer GM-D8701
3588,W128159908,Lenovo,COVER Upper Case ASM_UKR 
3589,W126247620,Canon,SCREW
3590,W126222430,Canon,"COVER, REAR"
3591,MSPP70610,CoreParts,Sony Xperia Z Ultra XL39h
3592,E:DAC10G-PCU5,FUJITSU TECHNOLOGY SOLUTIONS,FUJITSU 10GBASE-CR SFP+ pre-terminated twin-ax copper cable with link lengths of 5m
3593,V6360450W000,Olympus,Olympus PRPC-EP02 Bouchon d'obj. pour verso de PPO-EP02
3594,W126548804,Samsung,SVC COVER 
3595,Z1GG_504_FR_CTO,APPLE,"CTO/MacBook Air 15 M3 Midnight/Puce Apple M3 CPU 8 coeurs, GPU 10 coeurs et Neural Engine 16 coeurs/24 Go  mémoire unifiée/SSD 512 Go/Clavier Néerlandais/USB C 70W/No_Software"
3596,W126871148,Samsung,"HEATER-PTCAC220V,-,30W,ALUMINU"
3597,W126226742,Canon,"SHEET, HEATSINK"
3598,40-56-5986,Xiaomi,Xiaomi 13T (8GB+256GB) vert
3599,FSP:G-SW3Z460PRE0S,fujitsu,SP 3Y TS SUBundUPGR 9X5 4H RT
3600,P000578040,Toshiba,Pad Button Board A
3601,P67850-B21,HEWLETT PACKARD ENTERPRISE,Storage Cable Kit for Proliant ML30 Gen 11
3602,446645001,Sony,RUBBER DMIC GD5 SI
3603,6LE41337000,Toshiba,Bracket Spe Clt Tbu
3604,LEN-M720SI59G-8-256E,len-m720si59g-8-256e,"Lenovo M720S SFF, i5 9th Gen"
3605,T47328IO,ARMOR,"Thermal Transfer Ribbon, "
3606,1144728303,Konica Minolta,Flange (Pc Drum-Fnt)
3607,H7UB1E,HEWLETT PACKARD ENTERPRISE,"HPE Foundation Care 24x7 Service - Contrat de maintenance prolongé - pièces et main d'oeuvre - 4 années - sur site - 24x7 - temps de réponse : 4 h - universitaire, pour les particuliers - pour P/N: JW735A, JW736A, JW737A, JW738A, JY852A"
3608,ACAC10011,APC,Stainless Flex Pipe Kit MPT to
3609,150630400,Sony,Plug
3610,KT-FLC9000-LV,Zebra,"Forklift cradle,Low V Pwr"
3611,W126228935,Canon,"GEAR, LIFT, 30T"
3612,4F32007060,Toshiba,Wr.Rom 662Fin 06
3613,RZ09-0421NFD3-R3F1,razer,Systemes/Notebook - Gamer - Station/Gamer - Station 15-16p
3614,4407732780,Toshiba,Spring Lever Cl
3615,U3QE8E,hewlett packard enterprise,EPACK 1YR CTR 66/88XX FIREWALL
3616,40086801,OKIDATA,BOARD-05W (OPE BOARD) OF-5XXX
3617,FRU39T7486,Lenovo,Speaker
3618,W126104773,HP,230W AC Adapter PFC Smart 3Pin
3619,BD714AAE            ,HPE                 ,VMWARE VSPHERE 5.0 ENT + 1P 6C 
3620,VBH0990A,2-Power,Camcorder Battery 3.6V 2500mAh
3621,CON-PSRT-FS2000KF   ,CISCO               ,PRTNR SS 8X5XNBD CISCO         
3622,13QN42051,Konica Minolta,Paper Regulating Plate
3623,CF360X              ,hp inc.             ,TONER CARTRIDGE 508X BLACK     
3624,CWAECE-AB-GF        ,STG                 ,TRELLIX CLOUD WORKLOAD SEC ADV 
3625,50103451-001        ,HONEYWELL           ,CAPTUVO SL22/SL42 EU WALL CHARG
3626,CD4-5319,CANON,"COVER, BATTERY, BRW"
3627,V26808-B9034-V10,Fujitsu,"CPU XEON E5-2630LV2 2,4GHZ 60W"
3628,4401994740,Toshiba,Coverright Lcf L
3629,VS424HDPIP,STARTECH,StarTech.com Matrice et switch HDMI 4x4 avec Picture-and-Picture Multiviewer ou mur vidéo - Contrôleur pour affichage numérique - Commutateur vidéo/audio - de bureau - pour P/N: SVA12M5NA
3630,W126716494,Poly,Voyager Focus 2 Office USB-A
3631,181589511,Sony,"Connector, Board To Board 1"
3632,X25147931,Sony,"SUB ASSY, RIBBON DOOR"
3633,CN598-67060,HP,Drying Path Gear Assembly
3634,W125776827,HP,Adhesive Tape down Volfoni
3635,W125690849,Lenovo,Upper Case ASM_HB L81W8IMRBK
3636,RP001224011,HP,"BEZEL,TOWER"
3637,QL-800,Brother,ORIGINAL Brother Imprimante QL-800 QL800ZG1
3638,A4510074A,Sony,"BASE,ASSY CAPSULE"
3639,W126347370,Brodit,Holder for Cable Attachment 
3640,RH532,Dell,CBL FC LC-SC 1M MULTI DELL
3641,800017-206,Zebra,P100i/P110i/P120i Ribbon: gold
3642,W126941878,Lenovo,MECH_ASM KBD/C FRA BKLT(LIT) 
3643,848640-002,HP,23.8 Ips Fhd 250Nitag Zbd Sdc
3644,CGCX2,dell,"Switzerland, Keyboard, Swiss, "
3645,W126221737,Canon,"COVER, LEFT"
3646,AT80602000789AA-RFB,Intel,Xeon Processor E5540
3647,40X0379,LEXMARK,X20x SVC Bezel CHINA-SIM 
3648,APC047GLX,TARGUS,Targus - Adaptateur secteur - 65 Watt
3649,W127017141,Acer,CABLE THERMAL BREAKER
3650,SRGROUND            ,EATON               ,42U RACK COPPER GROUNDING BAR  
3651,W126171673,Intel,Xeon 4209T processor 2.2 GHz 
3652,W126247165,Canon,SCREW
3653,BA75-02078A,Samsung,LCD Front Bezel
3654,01-SSC-3220,SONICWALL,"SonicWall NSa 9450 - Dispositif de sécurité - Haute disponibilité - 10GbE, 2.5GbE - 1U - rack-montable"
3655,4038565600,Konica Minolta,Guide
3656,W125906720,Lenovo,Mars1.0 INTEL FRU BDPLANAR 
3657,RP000120510,Hewlett Packard Enterprise,"600GB drive - 15k RPM, Fibre"
3658,FMCI-BF1MM1STM,Pelco,"Media Cnvrt-B 100M MM 1CH,"
3659,5MJD4,Dell,HNG RT LCD N-TSP PLANO
3660,LBF082001,Brother,MAIN PCB CHASSIS ASS PJ9660
3661,MOBX-BAT-SMU640SL,CoreParts,Battery for Verizon Mobile
3662,874-007984,SUSE,SuSE Linux Enterprise Server with Live Patching x86-64 - Abonnement standard (3 ans) - 1-2 connecteurs avec un nombre illimité de machines virtuelles
3663,305H678050,KYOCERA,CONTRPLLER COVER
3664,CON-SNT-A15FPK9,cisco,CISCO SMARTNET 8X5XNBD CON-SNT-A15FPK9
3665,W125682637,Lenovo,Upper Case C 80X5 WhiteNFPBLGE
3666,RP001230238,Hewlett Packard Enterprise,Ethernet 10Gb 2P 560FLB Adptr
3667,W126854566,Samsung,"OSCILLATOR-CLOCK22.5792MHZ,100"
3668,W125830773,Hewlett Packard Enterprise,PCIe Gen 3 x 4 SSD EX950 - 
3669,W126549736,Samsung,ASSY BRACKET-VOL SEALING BRK 
3670,854876-002,HP,Ic Up Xeon Bdw E5 2640V4 2.4Gh
3671,4401962710,Toshiba,Blade Lamp Expf
3672,W126032601,Asus,Z550MA-1A EDP CABLE
3673,FM172208LL          ,CLARIS INTERNATIONAL,FILEMAKER RENEWAL ANNUAL SITE  
3674,361372404,Sony,"SHAFT,CENTER"
3675,69Y5869-RFB,Lenovo,Power Kit
3676,W125640281,Toshiba,LBL SIZE TQ2
3677,0-AVWEBCAMPW313D,AVERMEDIA,AVERMEDIA Dualcam USB FHD PW313D Autofocus Double Capteur Optique (5M/2M) pour p
3678,LX8913001,Brother,ADF UNIT MINI 11 L ASS
3679,W127357300,Ivanti,GCP Virtual Appliance 4000 
3680,FRU45R5315,Lenovo,Systemboard
3681,JKKP9,Dell,SVC PLN AIO UMA A6 3055 W7
3682,90Y8926-RFB,IBM,146GB HDD 2.5inch 15K SAS2
3683,P000596960,Toshiba,ID LABEL BLANK
3684,W126274074,Lenovo,BDPLANAR i5-1145G7 8G201vP 
3685,W126065549,Brady,BBP85 Tape B-526 250mm Green 
3686,OTTREAGALA235GBLACK,OTTERBOX,OtterBox Coque React Samsung Galaxy A23 5G - black
3687,65309268BC14C12     ,ADOBE               ,DREAMWEAVER - PRO FOR TEAMS ALL
3688,W127069051,HP,TOPCVR FF NSV FPR W KB BL SP
3689,288628501,Sony,MS20 MYLAR Power Board
3690,D31749,DICOTA,"DICOTA Skin URBAN - Housse d'ordinateur portable - 12"" - gris - pour Apple MacBook (12 "")"
3691,IMC-470-SFP         ,ADVANTECH           ,GIGA-MCBASIC-II/LFPT TX/SFP    
3692,MC-SFTP6A0025P,microconnect,CAT6A S/FTP 0.25m Purple LSZH
3693,W126818469,HP,ASSY MB UMA i5-8265U B S
3694,W126938527,Lenovo,"CABLE FRU CABLE CABLE, POWER "
3695,VR5-0700,CANON,"RESISTOR,VARIABLE 1K OHM 0.5W"
3696,416406001,Sony,"LENS (MAIN), W"
3697,W126937681,Lenovo,BDPLANAR 
3698,W127295403,Ruckus,"Associate Partner Support, "
3699,WGT-WGT80201,WatchGuard Technologies,WatchGuard Standard Support Renewal 1-yr for Firebox T80
3700,01EN388,Lenovo,Keyboard KB BLK 
3701,W125917141,HP,ZCentral 4R Dual PCIe slot 
3702,520VX,Dell,ASSY PNL FRT 3.5CHAS R730 V2
3703,803618-001,HPinc,SPS-TABLET 10.1 LED WXGA AG WWAN        
3704,W125894731,HP,TOP CVR fWWAN W KB AHG HE
3705,W125694173,Lenovo,Lower Case C 80X6 COP IND
3706,A-FLEX-H-TPRM-12X   ,CISCO               ,TELEPRESENCE ROOM V12 LICENSE  
3707,1MOT03083           ,ORAY                ,STANDARD 1 CHANNEL RADIO TRAN  
3708,447358-003-RFB,Hewlett Packard Enterprise,80GB SATA 7200RPM W/TRAY
3709,RK2-6768-000CN,HP,Cable Flexible Flat
3710,10010620,Toshiba,Ic Sn74Ls76An
3711,020HJ,Dell,ASSY PWA PLN R720 TRPM WSTN V7
3712,DA3-5415,CANON,CAPOT
3713,W125693012,Lenovo,Upper Case ASM CF-E B 81QC
3714,KV3-00406,Microsoft,MS OVL Win EE per Dev Upg/SA Pltfm 2Y2Y [NL]
3715,AL-65953,Infosec,X1-Ex-500 - 500Va - 2 plugs Fr
3716,IIY-T2455MSC-B1,Iiyama,T2455MSC-B1
3717,hwcw45scrs,HONEYWELL,"Honeywell Screen Protector Screen Protector, pack of 5, fits for: CW45"
3718,TABX-IP3-WF-INT-1,CoreParts,digitizer assembly Black
3719,RP001230765,Hewlett Packard Enterprise,16GB (1x16GB) Dual Rank x4
3720,858072-001,HP,Base Enclosure JKB
3721,9J07521801,Konica Minolta,Gear 25T
3722,MB.V5M0P.001,Acer,Mainboard
3723,W126063209,Brady,Pre-Printed Right-To-Know 
3724,W126062236,Brady,Write-on labels - (per 25 c.) 
3725,W127084073,Netgear,Netgear 2PT 5G ORBI MESH 
3726,W126232711,Canon,"RING ASSEMBLY, FOCUS "
3727,W125775798,HP,ASSY MB DSC 530 2GB Ryzen3 320
3728,MMD8786/8GB,CoreParts,8GB Memory Module for Dell
3729,PDU.EVMIF116A,Eaton,"Eaton EVMIF116A PDU G4 Metered 0U monophas� 16A entr�e IEC 309 sortie 12xC13,12xC39"
3730,W127118660,Dell,DELL 5M 10GB PASS THROUGH 
3731,Z1G6_337_FR_CTO,APPLE,"CTO/MacBook Air 13 M3 Silver/Puce Apple M3 CPU 8 coeurs, GPU 10 coeurs et Neural Engine 16 coeurs/16 Go  mémoire unifiée/SSD 512 Go/Clavier Néerlandais/USB C 70W/FinalCut_Pro_&_Logic_Pro"
3732,W126266166,Asus,GEFORCE 
3733,SWL-02SSC8196,SonicWall,SONICWALL NSa 2700 SECURE UPGRADE PLUS - ESSENTIAL EDITION 2YR
3734,RK2-4841,HPinc,Laser FFC                               
3735,W127114927,Dell,DELL 250GB 7.2K SATA 2.5 INCH 
3736,CEBAJE-AA-JG        ,STG                 ,PROTECTPLUS 1YR SUBSCRIPTION   
3737,D0-05564000,Toshiba,R50Xfc10J222
3738,NKD60,Dell,Fan IO/PSU S60
3739,PD162,Dell,ASSY CVR HNG PLSTC INSP B120
3740,LEC097001,Brother,NOZZLE WIPE BLADE SUB ASS
3741,CG2-3332,CANON,"COVER ASS`Y, FRONT RUBBER"
3742,W126941115,Lenovo,MECH_ASM CS21 
3743,30723190,Star Micronics,CABLE UNIT B TMP5
3744,W126538365,Samsung,"ASSY PCB MAIN-IN,PLUS3 "
3745,R6G79AAE            ,HPE                 ,CVLT BUR PHYSICAL SVR /I ESTOCK
3746,ZP-PWP-5K-2YP,ZOOM,"Zoom Phone Power Pack - Licence d'abonnement (2 ans) - 1 utilisateur - volume, prépayé - niveau 7 (5000-7499)"
3747,RAM-B-247U-2,RAM Mounts,UNPK RAM CLAMP BASE W/BALL
3748,W126212254,Canon,WASTE INK TUBE UNIT
3749,W126244239,Canon,"LENS ASSEMBLY, 3RD GROUP"
3750,4401969460,Toshiba,K Gp10S20/3G
3751,JC63-02835E,HP,Sheet-Overlay Scx-4623Fw
3752,L412TEWH,LIGHTWAVE,Lightwave Smart Series L412TEWH - Power Starter Kit - kit d'automatisme pour la maison - sans fil - blanc
3753,Z1BT_1034_FR_CTO,APPLE,"CTO/MacBook Air 15 M3 Starlight/Puce Apple M3 CPU 8 coeurs, GPU 10 coeurs et Neural Engine 16 coeurs/8 Go  mémoire unifiée/SSD 512GB/Clavier Néerlandais/USB C 70W/FinalCut_Pro"
3754,W126240402,Canon,"PCB ASSEMBLY, AC INLET"
3755,435768-001,HP,"15,4 Inch  LCD Display"
3756,12028225,Toshiba,Diode    Erb44 10   2.5A
3757,RM2-0642,HPinc,TOP COVER ASS`Y                         
3758,W126236931,Canon,MANUAL FOCUS RING UNIT
3759,W126287371,Lenovo,MB L 80XS A129720P UMA  NO 
3760,4D64J,Dell,CVR T2RK TOP PLSTC SVRC T320
3761,W126246127,Canon,ROLL COVER UNIT
3762,EXT.2248XPX_LL5PS,Dell,Garantie vers 5Y ProSpt - Networking N2248XPX
3763,BA97-04454H,Samsung,Top Front Case
3764,QC3-4600,CANON,"PRODUCT NAME LABEL, MG5120"
3765,030-2365-001,Hewlett Packard Enterprise,POWER DISTRIBUTION MODULE
3766,P86000158           ,HP - POLY           ,1Y PTR POLY+ OS GS500 75 FULL  
3767,302K994941,Mita,302K994941 PARTS DEHUMIDIFINR 240 SET SP
3768,W127208142,Acer,Main Bd.W/Cpu.I7-1255U.Gn18-S5
3769,1228600216,Konica Minolta,Pwb-B S20Iii/S10Vi
3770,DDX30-UK,Adder,DDX30 Matrix Switch. UK power
3771,ALT-29M2/SP-BA-901,Allied Telesis,AT-29M2/SP-BA-901
3772,27803012,Toshiba,Gear
3773,L32450-001,HP,Antenna Single
3774,TVXH1,Dell,PLT SSD M2 NVME THRM E7270
3775,NXOS-ES-GF=,CISCO,Cisco NX-OS Essentials 1G - Licence - 1 licence
3776,V11T73C1            ,GECKO               ,SAMSUNG TAB A9+ COVER          
3777,LY9148002,Brother,BACK COVER
3778,711-VPC022+P2CMR41,NVIDIA,NVIDIA Grid Virtual PC - Renouvellement de la licence d'abonnement (41 mois) - 1 utilisateur simultané
3779,PG95230G,ATEN,ATEN PG95230G PDU éco 30A/16A 30 sorties triphasées avec compteur
3780,W126540065,Samsung,"ASSY TUBE EEV,UB3,SSEC"
3781,W126048652,Asus,X545FA-1LCD COVER ASSY
3782,451-10699,Dell,Primary 4-cell 28W/HR Li-Ion
3783,MOBX-BAT-LVX300SL,CoreParts,Battery for Lenovo Mobile
3784,6LB12524000,Toshiba,Wrrom Pnc 004 V014
3785,CEBAJE-AA-HG        ,STG                 ,PROTECTPLUS 1YR SUBSCRIPTION   
3786,01JL321,lenovo,5Y PARTS DEL NBD
3787,25230012,SCHROFF,"Novastar Couvercle surélevé, 553x800 25230-012"
3788,MV4DEE-AA-FI        ,STG                 ,TRELLIX MVISION EDR (DE) 30 DAY
3789,W126277043,3M,Gold Privacy Filter for 
3790,Z1BE-WAP4XX-1C10    ,ZEBRA               ,1YR ONECARE ESS COMPR COV INCL 
3791,CON-PLSW-LICCT55A   ,CISCO               ,PARTNER LCSS PERP SW5 AP ADDER 
3792,KF552C40BBA-16,KINGSTON,Kingston FURY Beast RGB - DDR5 - module - 16 Go - DIMM 288 broches - 5200 MHz / PC5-41600 - CL40 - 1.25 V - mémoire sans tampon - on-die ECC
3793,SAACC314,SAMSUNG,Book Cover Kids Gal TAB A 8.0 2019 (SM-T295 / T290) Orange -Protection idéale p
3794,W126940556,Lenovo,DISPLAY BOE 14.0 WUXGA AG
3795,PFU-CON-3810-400K,PFU Imaging Solutions,Inclusief 2x invoerrollen en 2x remrollen. Geschatte gebruiksduur: Tot 400.000 scans.
3796,21.17.0323,roline,"ROLINE Connecteur RJ45 à confectionner Cat6A/Cl.EA, STP, argent"
3797,4401979580,Toshiba,Wh Scn 210
3798,W127367776,Dell,2TB 7.2K 3.5 SAS 6G 400-AEGB
3799,769014-031,HP,Top Cover & Keyboard (Uk)
3800,HR004GZ,Makita,Makita HR004GZ SDS-PLUS 40V Marteau perforateur comb. ss fil
3801,191246411,Sony,"CABLE, FLEXIBLE FLAT1(30 CORE)"
3802,W126475166,HP,INK CARTRIDGE NO 300 XL C/M/Y
3803,W126866247,Samsung,"ASSY COND SUB-FMCUB3,SSEC"
3804,2P-02HM080,2-Power,512GB M.2 PCIe NVMe 2280
3805,289559-001-RFB,HP,"BLANK,PWR SPLY"
3806,W126389020,CoreParts,Battery for ER32L65
3807,CH027A,HP,2-pack Everyday Matte
3808,CON-PSRT-C95004XA   ,CISCO               ,PRTNR SS 8X5XNBD CATALYST 9500 
3809,77-95338            ,OTTERBOX            ,OB CORE SAMSUNG GALAXY S24     
3810,W126435846,HP,HP 230 Wireless Keyboard Black
3811,712-DWSD24+P2CMR12,NVIDIA,24X7 Spt Serv RTX vWS SubLic 1CCU Rnew1Y
3812,UC.CSOPS - I7 JZM-71,Connect Screen,Connect SCREEN - CSOPS - i7 JZM-711
3813,RP000099611,Hewlett Packard Enterprise,512MB DDR333 (1 SODIMM )
3814,54Y9526,Lenovo,Edge KB New F5
3815,HP0J5PE,HEWLETT PACKARD ENTERPRISE,HPE Foundation Care 24x7 Service with Defective Media Retention Post Warranty - Contrat de maintenance prolongé - pièces et main d'oeuvre - 2 années - sur site - 24x7 - temps de réponse : 4 h - pour ProLiant ML310e Gen8
3816,31730026403,genius,Peripheriques/Hauts parleurs/Notebook-MP3
3817,ML12677,CoreParts,Projector Lamp for Acer
3818,006R04285,Xerox,Xerox Toner cartridge Everyday compatible with Oki 44318607 - Cyan
3819,JX7F0,Dell,ASSY PWA PLN PENN3700 U 34/552
3820,W004D,Dell,ESG-X SVC PRC 2.1G 75W 2352
3821,3581-L28-RFB,IBM,Tape drive
3822,FCECSR3NVXBQQ       ,WITHSECURE          ,F-SECURE ELEMENTS EDR AND EPP  
3823,CL.5KV-00003/MIC,Microsoft Hardware,Microsoft Clavier Signature Sculpt Ergonomic For Business.
3824,12E30026FR,LENOVO,"Lenovo ThinkCentre M70q Gen4 12E3 - Minuscule - Core i5 13400T / jusqu'à 4.4 GHz - RAM 8 Go - SSD 512 Go - TCG Opal Encryption 2, NVMe - UHD Graphics 730 - Gigabit Ethernet - 802.11a/b/g/n/ac/ax, Bluetooth 5.1 - Win 11 Pro - moniteur : aucun - clavier : F"
3825,W126240695,Canon,"PCB ASSEMBLY, JACK, XLR"
3826,WECOQTPUWIKOU30,WE,***WE Coque de protection TPU WIKO POWER U30 Transparent
3827,836742-B21,Hewlett Packard Enterprise,Slim ODD Enablement Kit
3828,201106011,Dickie,"Dickie RC Audi S1 E-Tron Quattro 2,4 GHz, 1:16          201106011"
3829,FRU46P3090,Lenovo,LCD BEZEL
3830,U-POE-AT,UbiQuiti,UbiQuiti PoE Power Injector 30 Watt
3831,ZCC-CS-1TB-1-2YR,ZOOM,Zoom Contact Center Cloud Storage - Licence d'abonnement (2 ans) - 1 To d'espace de stockage - hébergé
3832,02DC115,Lenovo,Systemboard WINIOT N4100 4GB 
3833,H1XR7E,HEWLETT PACKARD ENTERPRISE,"HPE Foundation Care Call-To-Repair Service - Contrat de maintenance prolongé - pièces et main d'oeuvre - 5 années - sur site - 24x7 - délai de réparation : 6 heures - pour P/N: JL259A#ABB, JL259A#AC3, JL259A#AC4, JL259A#ARE, JL259A#B2B, JL259A#B2C, JL259A"
3834,BN96-36568A,Samsung,P Stand Bottom
3835,146247-002,Hewlett Packard Enterprise,BD-I/O SCSI WIDE ULTRA 6P
3836,CON-PSUP-ARP1572S   ,CISCO               ,PRTNR SUP 24X7X4 802.11AC      
3837,RM1-8765-000,Canon,SEPARATION ROLLER ASSY
3838,65308583BC13A12     ,ADOBE               ,INDESIGN - PRO FOR TEAMS LEVEL 
3839,4A31042000,Toshiba,Tray Paper Retaine
3840,DKX3-864,Raritan,"64-port KVM-over-IP switch,"
3841,Z1B7_64_FR_CTO,APPLE,"CTO/MacBook Air 13 M3 Gris sidéral/Puce Apple M3 CPU 8 coeurs, GPU 10 coeurs et Neural Engine 16 coeurs/16 Go  mémoire unifiée/SSD 2 To/Clavier Français/USB C 35W double/Logic_Pro"
3842,875205020,Sony,IC CXA1238S
3843,SWL-01SSC8834,SonicWall,SONICWALL VIRTUAL ASSIST FOR UTM APPLIANCE UP TO 25 CONCURRENT TECHNICIAN
3844,FRU00MM273,Lenovo,Planar
3845,SWL-03SSC1928,SonicWall,MDR for Cylance with Real Time Scanning(Monthly Managed Security Agreement - Per License) 501-1000
3846,W126098869,Lenovo,UpperCaseASM_FRA/ARAL81W1NFPAL
3847,W126678408,HP,SPS-BASE ENCLOSURE
3848,KW11 X 4,ZEP,"4x1 ZEP New Easy blanc   21x29,7 plastique DIN A4            KW11"
3849,W126547155,Samsung,PROTECTOR VINYL-CAM 
3850,RP001223223,Hewlett Packard Enterprise,2.0GHZ/128/400 CELERON PROC
3851,W126541918,Samsung,ASSY FRAME 
3852,CON-PSRT-AI28HRK9   ,CISCO               ,PRTNR SS 8X5XNBD 802.11AC W2 AP
3853,CB3-8383,CANON,"SCREW, M1.7X5.0"
3854,FM4-6906-000,Canon,ADF ASSEMBLY
3855,TABX-BAT-AKC500SL,CoreParts,Battery for Amazon Mobile
3856,W126067056,HP,"Carrier 2.5"" Drive Z4 G4 Rack "
3857,W126065261,Brady,Commerical Grade Wire Marking 
3858,DG7GMGF0D609:0002:COM:DE,Microsoft CSP,Windows Server 2022 Remote Desktop Services Extern
3859,W126942011,Lenovo,MECH_ASM KBD CCV GRE (PMX) US 
3860,W125641690,Toshiba,COVER ADF ASSY
3861,5B20L13245,Lenovo,MB Q 80SF N3050 4G 16G EMMC
